name,alias,part,age,infection,insurance,department,checklist,symptom,complication,treatment,drug,period,rate,money
宫颈腺癌,,子宫,更年期女性,无传染性,非医保疾病,肿瘤科 妇科,子宫颈涂片测试 阴道镜 [详细],阴道分泌物增多 白带增多 肛门坠胀 绝经 绝经后出血 [详细],乳腺癌 直肠癌 [详细],手术治疗 [详细],宫颈癌片 宫颈癌片 [详细],,60%,
小儿幽门螺杆菌感染,儿童幽门螺杆菌感染,胃,儿童人群,有传染性,非医保疾病,消化内科 儿科,幽门螺杆菌检测 胃液尿素 免疫印迹技术 幽门螺旋杆菌血清学测试 幽门螺旋杆菌的免疫学检测 [详细],烦躁不安 嗳气 恶心 消化不良 腹胀 [详细],贫血 萎缩性胃炎 胃癌 胃溃疡 十二指肠溃疡 [详细],药物治疗 [详细],阿莫西林 呋喃唑酮 甲硝唑 [详细],2-6周,95%,
男性乳腺癌,男性乳癌,乳房,家族中都有亲人患有类似的疾病着多见。男性乳腺癌在60以上者最为常见，但近亲有乳腺癌,无传染性,非医保疾病,肿瘤科 乳腺外科,钼靶X线检查 血清抗普肯耶细胞抗体 p53基因 [详细],瘙痒 溃疡 皮肤发红 乳头湿疹 [详细],乳头溢液 [详细],药物治疗、手术治疗、支持治疗 [详细],应该如何用药？用什么药？ [详细],1-2个月,50%,
老年男性性功能障碍,,男性生殖 心理,中老年男性,无传染性,非医保疾病,男科 老年科,性别观察 阴茎检查 阴茎海绵体血管活性物质注射 阴茎海绵体造影 阴茎夜间勃起试验 [详细],性欲减退 心理性性功能障碍 男子性功能障碍 [详细],性功能异常伴发的精神障碍 [详细],中西医药物治疗 [详细],肾宝糖浆 知柏地黄丸 壮阳春胶囊 [详细],3-6个月,60-80%,市三甲医院约（2000 —— 3000元）
口周皮炎,"鼻唇沟皮炎,光感性皮脂溢出疹,酒渣鼻样皮炎,口周酒渣鼻,口周脂溢性皮炎,口周综合征",皮肤,20～35岁之间的女性,无传染性,医保疾病,皮肤科 口腔科,真菌组织病理学 皮肤涂片显微镜检查 免疫病理检查 [详细],疱疹 脓疱 斑丘疹 斑疹 口唇周围有炎性鳞状皮肤 [详细],剥脱性唇炎 唇病 唇裂 浆细胞性唇炎 小儿双唇综合征 [详细],中医药物治疗、西医药物治疗 [详细],氯霉素搽剂 克林霉素甲硝唑... 发用洗剂 [详细],2-5月,95%,
孕吐,妊娠呕吐,女性生殖 胃,孕妇,无传染性,医保疾病,产科 妇产科,血液检查 心电图 血清游离蛋白S 肝功能 血红蛋白 [详细],停经 混合型酸碱平衡紊乱 妊娠期的生理变化 疲乏 唇干裂 [详细],休克 眼球震颤 肺水肿 胎儿生长受限 [详细],中药、西药 [详细],产妇康洗液 复方乌鳢口服液 维生素B6 [详细],10天,98%(经过系统调整，98%都能安全度过。),
荨麻疹和血管性水肿,"风疹块,血管神经性水肿",皮肤,有过敏性体质者多见,无传染性,非医保疾病,皮肤科,血清补体C1q 血清循环免疫复合物 激发试验 光敏感试验 过敏原检测 [详细],旅行者水肿 手掌硬性水肿 风团 头痛 剧痒 [详细],瘙痒症 [详细],药物治疗、急救措施 [详细],依巴斯汀片 依巴斯汀片 盐酸左西替利嗪... [详细],1-2年,对症治疗为主，完全治愈率约为30%,
慢性鼻窦炎,慢性化脓性鼻窦炎,鼻,所有人群均易发生、低龄、年老体弱者更多见,无传染性,医保疾病,耳鼻喉科,鼻腔检查 副鼻窦造影 体位引流 血清EB病毒壳抗原IgA抗体 [详细],阵发性鼻塞 脓鼻涕增多且不易擤尽 增殖腺肥大 鼻塞 头痛 [详细],骨膜炎 脑脓肿 脉管炎 [详细],药物治疗 [详细],荔花鼻窦炎片 鼻窦炎口服液 香菊片 [详细],10天,90%,不同医院收费标准不一致，市三甲医院约（300 —— 500元）
女性急性淋病,,盆腔 女性生殖,青壮年多见,有传染性,非医保疾病,性病科,产检 [详细],排尿时外阴灼热、瘙痒或疼痛 尿频 尿急 尿痛 尿道烧灼感 [详细],前庭大腺炎 肛周炎 盆腔炎 [详细],,>> 应该如何用药？用什么药？ [详细],,,
手足皲裂,"手足破裂,皲裂伤口",皮肤,所有人群,无传染性,医保疾病,皮肤科,皮损 [详细],皮肤干燥 皮肤皴裂 手脱皮 脚底干裂 皮肤皲裂 [详细],皲裂疮 [详细],药物治疗 [详细],复方愈创蓝油烃... 肝素钠乳膏 肝素钠乳膏 [详细],3-6月,95%,
糖尿病乳酸性酸中毒,,全身,糖尿病患者血糖控制不稳定着多发,无传染性,非医保疾病,内分泌科 内科,血乳酸 阴离子间隙 [详细],恶心 血压下降 糖尿 恶心与呕吐 血压低 [详细],糖尿病性神经病 糖尿病性视网膜病变 [详细],药物治疗、预防治疗、透析治疗 [详细],肠内营养混悬液... 碳酸氢钠片 碳酸氢钠 [详细],3个月,40%,不同医院收费标准不一致，市三甲医院约10000--30000
慢性附件炎,,女性生殖,大多发生在产后、剖宫产后、流产后、各种妇科手术后，多为育龄期妇女,无传染性,医保疾病,妇科,子宫及附件检查 盆腔和阴道B超 盆腔CT [详细],肚子疼 下腹坠胀 白带增多 月经失调 腰骶部酸痛 [详细],暂无相关资料,暂无相关资料,妇炎康丸 妇炎康软胶囊 黄藤素阴道凝胶 [详细],,暂无相关资料,暂无相关资料
小儿急性阑尾炎,"小儿盲肠炎,儿童急性阑尾炎",阑尾,5岁以上的儿童多见,无传染性,非医保疾病,儿科 外科,肛门指检 腹部平片 胃肠道疾病的超声检查 尿常规 [详细],肠鸣 腹胀 肚子疼 下腹疼痛 小儿发热 [详细],盆腔脓肿 粘连性肠梗阻 粪瘘 [详细],,阑尾消炎片 [详细],,暂无相关资料,
新生儿窒息,"草迷,初生不啼,闷气生,梦生,新生儿呼吸暂停症,婴儿假死症",肺,新生儿,无传染性,医保疾病,儿科 呼吸内科,动脉血气分析 血液电解质 羊膜镜 胸部平片 胸透 [详细],皮肤苍白 呼吸浅慢 呼吸抑制 新生儿心力衰竭 面色青紫 [详细],新生儿惊厥 脑干损伤 [详细],药物治疗、手术治疗 [详细],细胞色素C注射 盐酸洛贝林注射... 盐酸洛贝林注射... [详细],1-2周,80%,
苯中毒,,全身,所有人群,无传染性,医保疾病,急诊科 呼吸内科,职业病检查项目 骨髓象分析 先令氏指数 [详细],步态不稳 恶心 白细胞减少 抽搐 感觉障碍 [详细],贫血 [详细],药物治疗、支持疗法 [详细],维生素B4片 维生素B4片 茜草双酯片 [详细],国内最认可的有效治疗手段的该病治疗周期（,一般在正规综合三甲医院的典型病例治愈率（,
死胎,胎死宫内,子宫,孕妇人群,无传染性,非医保疾病,产科 急诊科,产科B超 胎心胎动 胎心音 血清类固醇结合β-球蛋白 β1-妊娠特异蛋白 [详细],胎儿宫内窒息 体重减轻 胎心音消失（无胎心音） 胎动减少 疲乏 [详细],子宫收缩乏力 [详细],手术治疗 [详细],胎宝胶囊 嗣育保胎丸 鹿胎颗粒 [详细],1周,明确原因后，通常有激素的分泌异常，治愈率,
常年性鼻炎,,鼻,可发生于任何年龄，男女均有，易见于年轻人。,无传染性,非医保疾病,耳鼻喉科 五官科,耳鼻咽喉CT 纤维鼻咽镜 鼻部功能检查 前鼻镜 [详细],侧卧时位于下侧鼻腔出现鼻塞 鼻分泌物增多 回吸性涕血 鼻塞 息肉 [详细],鼻窦炎 鼻息肉 [详细],中医药物治疗、西医药物治疗 [详细],鼻炎康片 滴通鼻炎水 滴通鼻炎水 [详细],3个月,40%,不同医院收费标准不一致，市三甲医院约（500 —— 1000元）
神经鞘瘤,神经膜纤维瘤，许旺氏细胞瘤，雪旺瘤，外周神经胶质瘤,周围神经系统,患者多为30～40岁的中年人,无传染性,非医保疾病,肿瘤科 神经内科,ECT 神经系统检查 神经系统细胞学检查 神经系统免疫学检验 神经系统核医学检查 [详细],单发性坚实性结节 运动功能障碍 感觉障碍 声音嘶哑 结节 [详细],脑脊液漏 面神经损伤 [详细],病因治疗、对症治疗 [详细],苦参碱氯化钠注... 红霉素肠溶片 红霉素肠溶胶囊 [详细],2-3周,100%能够治愈,
妊娠期内胆汁淤积症,妊娠性肝内胆汁郁积,肝 女性生殖,妊娠中、晚期多见,无传染性,非医保疾病,产科 肝胆外科,血清胆汁酸 血清总胆红素 胆囊B超 孕产期检查 [详细],瘙痒 失眠 恶心 食欲减退 皮肤瘙痒 [详细],妊娠高血压 [详细],,熊去氧胆酸 [详细],,暂无相关资料,
结核性脑膜炎,结脑,颅脑,肺结核群体多见,有传染性,医保疾病,神经内科 传染科,WBC 聚合酶链反应技术 胸部平片 MRI 颈项强直 [详细],消瘦 颈部强硬 脉搏细速 食欲减退 惊厥 [详细],癫痫 意识障碍 [详细],药物治疗 [详细],异烟肼 利福平 地塞米松 [详细],1-3个月,10%,市三甲医院约（500-1000元）
宫颈上皮内瘤变,宫颈上皮内瘤,子宫,生育期妇女,无传染性,非医保疾病,妇科 肿瘤科,宫颈检查 涂片 阴道镜 [详细],白带增多 宫颈肥大 息肉 脓血性白带 [详细],宫颈复发癌 [详细],物理治疗，手术治疗。 [详细],复方环磷酰胺片 复方斑蝥胶囊 消癌平糖浆 [详细],10天,70%,
慢性单纯性鼻炎,慢性鼻炎,鼻,反复急性鼻炎发作史者多见,无传染性,医保疾病,耳鼻喉科,鼻腔检查 组胺吸入试验 鼻腔内镜 激发试验 [详细],鼻塞 呼吸气为腐臭味 脓鼻涕增多且不易擤尽 流鼻涕 咳嗽 [详细],硬脑膜外脓肿 硬脑膜下脓肿 脑脓肿 [详细],中药治疗、西药治疗、手术治疗 [详细],鼻窦炎口服液 防芷鼻炎片 滴通鼻炎水 [详细],10天,80%,不同医院收费标准不一致，市三甲医院约（2000 —— 5000元
老年人前列腺癌,老年前列腺癌,前列腺,有前列腺疾病史的老年男性多见,无传染性,非医保疾病,肿瘤科 泌尿外科,前列腺液细胞 血清前列腺酸性磷酸酶 前列腺B超 血清前列腺特异性抗原 前列腺检查 [详细],尿流缓慢 尿频 尿急 尿流中断 下肢浮肿 [详细],血尿 贫血 [详细],手术治疗、西医药物治疗 [详细],前列通瘀胶囊 前列回春丸 [详细],1-2年,40-50%，发现后通常都伴有骨转移,
海绵状血管瘤,"单纯性血管瘤,先天血管瘤,草莓样血管瘤,草莓状血管瘤,先天性血管瘤,毛细血管扩张痣,毛细血管瘤",血液血管,海绵状血管瘤好发于30～40岁，亦有部分为先天性,无传染性,医保疾病,血管外科 皮肤科,肿瘤标志物 细胞组织化学染色 皮损 免疫病理检查 [详细],静脉曲张 蓝色橡皮大疱痣 鲜红斑痣 血管畸形 脑室出血 [详细],血管瘤 癫痫 贫血 [详细],手术治疗、药物治疗 [详细],注射用盐酸平阳... 肝复乐片 [详细],3-6周,75%,
腓骨肌萎缩症,"遗传性运动感觉神经病,Charcot-Marie-Tooth综合征",小腿,所有人群,无传染性,非医保疾病,神经内科 骨科,肌电图 脑脊液检查-化学检查-蛋白质检查 呼吸肌张力 趾长伸肌肌力试验 [详细],跨阈步态 肌肉的失用性萎缩 腓骨肌对称萎缩逐渐向上发展 营养障碍 腱反射消失 [详细],视神经萎缩 [详细],药物治疗、对症支持治疗 [详细],痹祺胶囊 硫唑嘌呤片 复方氯唑沙宗片 [详细],2-4月,85%,
坏血病,"维生素C缺乏病,抗坏血酸缺乏,抗坏血酸缺乏病,维生素C营养缺陷病，青腿牙疳",全身,维生素C缺乏者易发生,无传染性,医保疾病,儿科 营养科,毛细血管脆性试验 尿维生素C 血清酪氨酸 血清碱性磷酸酶 四肢透视 [详细],皮肤皴裂 皮肤干而发红 维生素C缺乏 细菌感染 衰弱 [详细],骨质疏松 营养不良 中耳炎 疖 肺炎 [详细],药物治疗 [详细],口服五维葡萄糖 维生素B2片 维生素C片 [详细],,90%,
压力性尿失禁,,尿道 心理,高发年龄为45～55岁,无传染性,医保疾病,泌尿外科,膀胱造影 [详细],暂无相关资料,暂无相关资料,药物治疗 [详细],可调节单切口吊... 耻骨后经阴道前... 尿道悬吊带 [详细],2-4周,70%,市三甲医院约（3000 —— 5000元
IgA肾病,IgA肾炎,肾 免疫系统,多发于儿童和青年，10岁以前50岁以后不常见。,无传染性,非医保疾病,肾内科 风湿科,尿常规 血清免疫球蛋白A 血清循环免疫复合物 尿蛋白质 血清肌酐 [详细],小血管纤维性坏死 水肿 低烧 肚子疼 蛋白尿 [详细],血尿 高血压 [详细],药物治疗 [详细],肾炎康复片 肾炎康复片 肾炎舒片 [详细],大部分需要终身治疗,控制症状为主，根治率约为30%,
肺性脑病,肺心脑综合征，肺厥,颅脑 肺,慢性支气管炎并发肺气肿、肺源性心脏病及肺功能衰竭者多见,无传染性,医保疾病,呼吸内科 神经内科,动脉血气分析 脑电图 二氧化碳结合力 二氧化碳分压 红细胞检查 [详细],肺性肥大 肺积水 心肺栓塞 肺部肿块 头痛 [详细],老年人慢性肾功能衰竭 [详细],药物治疗 [详细],甘油果糖氯化钠... 克拉霉素片 甘油果糖氯化钠... [详细],10-30天,30%,不同医院收费标准不一致，市三甲医院约（3000 —— 8000元）
腹股沟疝,腹股沟疝气,腹部,斜疝多见于儿童及青壮年。直疝多见于老年人,无传染性,医保疾病,肛肠外科 胃肠外科,液波震颤 [详细],腹股沟疼痛 腹股沟区可复性肿块 疝区的疼痛或坠胀感 恶心与呕吐 消化不良 [详细],嵌顿性腹股沟斜疝 复发性腹股沟疝 腹股沟滑动疝 老人腹股沟斜疝 成人腹股沟斜疝 [详细],手术治疗 [详细],腹股沟疝修补网 疝补片 疝气补片 [详细],7--21天,80%,
胃潴留,胃排空延迟,胃,长期不规律饮食者,无传染性,医保疾病,消化内科,胃钡餐造影 胃肠道疾病的超声检查 胃总酸度 纤维胃镜 [详细],肚子疼 钝痛 空腹时腹部有振水声者 体重减轻 脘痞腹胀 [详细],贫血 [详细],手术、胃肠减压、补液 [详细],奥美拉唑钠肠溶... 虚寒胃痛胶囊 胃友新片 [详细],2-5周,99%可以治愈,
潮热,,皮肤,更年期女性,无传染性,非医保疾病,中医科 妇科,雌激素 [详细],午后潮热 焦虑 心跳加快 颧红盗汗 干咳 [详细],慢性咳嗽 发作性睡病 颅咽管瘤 恶寒发热 小儿风湿热 [详细],中医治疗、药物治疗 [详细],脑力宝丸 六味地黄丸 六味地黄丸 [详细],3-6个月,60-70%,市三甲医院约（500 —— 1000元）
原发性早泄,,男性生殖,成年男性多发,无传染性,非医保疾病,男科 泌尿外科,SW阴茎超声血流检测 性激素六项 [详细],男子性功能障碍 心理性性功能障碍 心理伤害 [详细],,,应该如何用药？用什么药？ [详细],,暂无相关资料,
老年人心力衰竭,"老年人心肌衰竭,老年人心衰竭,老年人心脏衰弱,老年心力衰竭",心脏 全身,老年人有心脏疾病者多见,无传染性,非医保疾病,心血管内科 老年科,心电图 动态心电图 多普勒超声心动图 平衡法放射性核素心血管造影 心血管MRI [详细],消瘦 恶病质 食欲不振 焦虑 烦躁不安 [详细],心原性肝硬化 [详细],药物治疗 [详细],>> 应该如何用药？用什么药？ [详细],,30%,市三甲医院约（3000 ——10000元）
咽部异物,,咽喉,儿童多见,无传染性,医保疾病,耳鼻喉科,耳鼻咽喉CT [详细],舌口及咽部烧灼感 呛咳 鼻咽异物 发烧 充血 [详细],肺炎 急性纵隔炎 [详细],药物、手术治疗 [详细],利咽灵片 黄氏响声含片 鼻咽灵片 [详细],2-4周,90%,
急性糜烂性胃炎,急性糜烂出血性胃炎，急性胃黏膜病变，出血糜烂性胃炎，出血性胃炎，急性胃溃疡，应激性溃疡,胃,服用非甾体类消炎镇痛药，酗酒，烧伤，重要脏器功能衰竭者多见,无传染性,医保疾病,消化内科,胃钡餐造影 食道X线钡餐 纤维胃镜 [详细],剧痛 恶心 胃肠道症状 反复呕血 上腹部疼痛 [详细],失血性休克 溃疡病大出血 腹膜炎 休克 [详细],药物治疗 [详细],替普瑞酮 奥美拉唑肠溶胶... 庆大霉素普鲁卡... [详细],3-10天,90%,
代谢性酸中毒,,全身,酮症酸中毒多见于糖尿病患者,无传染性,医保疾病,血液科 内分泌科,动脉血气分析 血液电解质 尿常规 肝功能 肾功能 [详细],恶心 酮症酸中毒 正弦胎心率 肚子疼 心动过缓 [详细],高钾血症 [详细],病因治疗、对症治疗 [详细],枸橼酸钾缓释片 枸橼酸钾口服溶... 乳酸钠林格注射... [详细],2-5周,98%,
小儿毛细支气管炎,,肺 心脏,仅见于2岁以下婴幼儿，多数是1～6个月的小婴儿,无传染性,非医保疾病,儿科 呼吸内科,胸部平片 鼻咽部活组织检查 动脉血气分析 [详细],三凹征 干啰音 干咳 发绀 咳嗽 [详细],代谢性酸中毒 心力衰竭 脱水 [详细],,异丙嗪胆汁片 异丙嗪胆汁片 异丙嗪胆汁片 [详细],,暂无相关资料,
